id,name,content,metadata_contenttype,metadata_url,full_text
    این اثبات می‌کند که ترکیب تبلیغات هدفمند محتوامحور و ریتارگتینگ می‌تواند منجر به افزایش مؤثر فروش در فروشگاه‌های آنلاین شود."
13,وبسایت ورزشی فیت‌کلاب,"رژیم غذایی هدفمند - برنامه تمرینی شخصی - فرم مشاوره رایگان - افزایش نرخ تبدیل - تبلیغات همسان کلیدواژه‌ای - ترافیک باکیفیت هدفمند - کاهش هزینه جذب لید - تبلیغات موبایلی موثر - سلامت و تناسب اندام - جذب مشتری بالقوه








",casestudy,,"نام و نوع کسب‌وکار:
فیت‌کلاب، یک مرکز تخصصی در حوزه تناسب اندام، رژیم غذایی و برنامه‌های تمرینی است که با بهره‌گیری از تیمی متخصص به‌صورت حضوری و آنلاین به کاربران کمک می‌کند تا بر اساس ویژگی‌های فردی خود، برنامه‌های مناسب برای سلامت و تناسب اندام دریافت کنند. این کسب‌وکار خدماتی مانند رژیم غذایی، برنامه تمرین و مکمل ارائه می‌دهد.

هدف از تبلیغات:
فیت‌کلاب با اجرای تبلیغات دیجیتال قصد داشت تا تعداد افرادی را که فرم مشاوره رایگان را در وب‌سایت پر می‌کنند افزایش دهد. این فرم نخستین گام برای جذب کاربر و تبدیل آن‌ها به مشتریان بالقوه است.

مخاطبین هدف:
مخاطبان اصلی فیت‌کلاب، افرادی هستند که به دنبال برنامه‌ریزی برای کاهش یا افزایش وزن، رژیم غذایی و ورزش هدفمند هستند. این افراد معمولاً به مطالب مرتبط با «چاقی»، «لاغری»، «رژیم» و سلامت جسمی علاقه‌مند بوده و به صفحات مرتبط در وب مراجعه می‌کنند.

چالش‌ها:
چالش اصلی فیت‌کلاب افزایش نرخ تکمیل فرم مشاوره توسط کاربران واقعی و علاقه‌مند بود. همچنین، نیاز به جذب ترافیک باکیفیت و هدفمند برای کاهش هزینه جذب هر لید، از دیگر دغدغه‌های این مجموعه محسوب می‌شد.

اقدامات و کمپین‌های اجراشده:
با مشاوره یکتانت، فیت‌کلاب از ابتدای تیر تا ۱۵ شهریور ۱۳۹۹ دو نوع کمپین دیجیتال را اجرا کرد:

    کمپین همسان عمومی:

        تبلیغات در جایگاه‌های مختلف و پر بازدید در سراسر وب

        مناسب برای ایجاد آگاهی گسترده و دیده شدن برند

        نرخ تبدیل فرم مشاوره: ۰٫۵۸٪

    کمپین همسان کلیدواژه‌ای (هدفمند):

        نمایش تبلیغات فقط در صفحاتی که شامل کلیدواژه‌هایی مانند «چاقی»، «لاغری» و «رژیم» بودند

        نرخ تبدیل بالاتر: ۰٫۸۳٪

        اثربخشی بیشتر به دلیل ارتباط مستقیم محتوای صفحه با نیاز کاربر

نکته مهم:
کمپین‌هایی که صرفاً روی نمایش در دستگاه‌های موبایل متمرکز شده بودند، عملکرد بسیار بهتری داشتند. این نتیجه با توجه به سهم بالای موبایل در ترافیک یکتانت (۷۵٪) و رقابت کمتر در تبلیغات موبایلی قابل پیش‌بینی بود.

جمع‌بندی:
فیت‌کلاب با انتخاب دقیق نوع کمپین (همسان و کلیدواژه‌ای) و هدف‌گیری درست، توانست نرخ تبدیل فرم مشاوره را به طور معناداری افزایش دهد. کمپین‌های موبایلی نیز در این موفقیت نقش مؤثری داشتند.
تجربه فیت‌کلاب نشان می‌دهد که ترکیب تبلیغات هدفمند و همسان، به‌ویژه با تمرکز بر کلیدواژه‌های مرتبط، می‌تواند برای کسب‌وکارهای حوزه سلامت، تناسب اندام و مشاوره، ابزار مؤثری برای جذب لید و افزایش فروش باشد."
14, فروشگاه اینترنتی کافه گلدون,کسب‌وکار بوت‌استرپ - فروش گل و گیاه آنلاین - افزایش فروش هدفمند - محدودیت بودجه تبلیغاتی - ریتارگتینگ کاربران - پوش نوتیفیکیشن تعاملی - نرخ تبدیل خرید - حفظ تعامل کاربران - رقابت فروشگاه‌های آنلاین - پیام‌های یادآوری و تخفیف,casestudy,,"نام و نوع کسب‌وکار:
کافه گلدون یک فروشگاه اینترنتی در حوزه گل و گیاه است که به‌صورت آنلاین فعالیت می‌کند و به روش بوت‌استرپ (یعنی با تکیه بر درآمد برای تأمین هزینه‌ها) اداره می‌شود. این مجموعه ابتدا با تمرکز بر فروش گیاهان آپارتمانی آغاز به کار کرد و اکنون در حال توسعه به سمت تبدیل شدن به یک پلتفرم جامع گل و گیاه است.

هدف از تبلیغات:
هدف اصلی کافه گلدون از اجرای کمپین تبلیغاتی، افزایش فروش با حداقل هزینه تبلیغات بود. با توجه به محدودیت منابع مالی در مدل بوت‌استرپ، افزایش بازدهی تبلیغات و حفظ کاربران بازدیدکننده اهمیت ویژه‌ای داشت.

مخاطبین هدف:
کاربران علاقه‌مند به خرید گل و گیاه آپارتمانی و فضای سبز که یک‌بار از سایت بازدید کرده‌اند یا محصولاتی را دیده‌اند اما هنوز خرید نکرده‌اند. مخاطبانی که با استفاده از ریتارگتینگ و پوش نوتیفیکیشن می‌توانند مجدداً به سایت بازگردانده شوند و به مشتری تبدیل شوند.

چالش‌ها:

    محدودیت بودجه تبلیغاتی به دلیل ساختار بوت‌استرپی کسب‌وکار

    عدم اقدام ۹۵٪ از کاربران در اولین بازدید و احتمال بازنگشتن ۷۵٪ از آن‌ها

    نیاز به ابزارهایی برای حفظ تعامل با کاربر و افزایش نرخ تبدیل بازدید به خرید

    رقابت با سایر فروشگاه‌های آنلاین گل و گیاه

اقدامات و کمپین‌های اجراشده:
برای رفع چالش‌ها و دستیابی به هدف، کافه گلدون دو مسیر تبلیغاتی اصلی را با همکاری یکتانت و نجوا پیاده‌سازی کرد:

    کمپین ریتارگتینگ محصول (با یکتانت):

        هدف‌گیری مجدد کاربرانی که از محصولات بازدید کرده‌اند

        نرخ تبدیل کلیک به خرید: ۰٫۱۷٪

        تأثیر در فروش کلی: حدود ۱۰٪ افزایش فروش

    کمپین پوش نوتیفیکیشن (با پلتفرم نجوا):

        ارسال پیام‌های یادآوری، تخفیف و پیشنهاد خرید

        نرخ تبدیل: ۰٫۲٪

        تأثیر در فروش کلی: ۲٪ افزایش فروش

جمع‌بندی:
کافه گلدون با اجرای ترکیبی از کمپین‌های ریتارگتینگ محصول و پوش نوتیفیکیشن توانست میزان فروش خود را به میزان ۱۲٪ افزایش دهد. این تجربه نشان داد که در کسب‌وکارهای با منابع محدود، تمرکز بر حفظ تعامل کاربر از طریق تبلیغات هدفمند و بازگشتی (ریتارگتینگ) می‌تواند بازدهی بسیار بالاتری نسبت به روش‌های سنتی داشته باشد."
15,تبلیغات بنری - Banner,تبلیغات بنری - Banner,help,https://www.yektanet.com/help/banner-guide/,"تبلیغات بنری به‌معنای معرفی کسب‌وکار یا محصول آن با استفاده از بنرها در وب‌سایت‌ها، اپلیکیشن‌ها و حتی در صفحهٔ ویدئوهای پربازدید است. این روش تا حدود زیادی همان نقش بیلبورد در فضای آفلاین را ایفا می‌کند. بنرهای تبلیغاتی به ۲ شکل ثابت یا متحرک طراحی می‌شوند و سایز آن‌ها بسته به محل نمایش متفاوت است.

نحوهٔ کار هم به این شکل است که کاربر روی بنر تبلیغاتی شما کلیک می‌کند و به لندینگ پیج موردنظر شما منتقل می‌شود! برخلاف بیلبوردها، شما فقط زمانی هزینه می‌کنید که شخصی روی بنر شما کلیک کند.

مثل تبلیغات بیلبوردی، در تبلیغات بنری هم تلاش می‌کنیم بنرها را در پربازدیدترین محل‌ها نمایش دهیم تا توجه افراد بیشتری را جلب کنیم؛ مثلاً بالای وب‌سایت‌های خبری. همین مسئله هم به افزایش آگاهی از برند (بدون اینکه حتی کاربر روی آن کلیک کند و هزینه کنید) منجر می‌شود.

امکان اندازه‌گیری و تجزیه‌وتحلیل کمپین (مثلاً چند نفر روی آن کلیک کرده‌اند یا چند نفر از طریق این تبلیغات، محصول را خریده‌اند) و همچنین هدف‌گیری مخاطبان (برای مثال، فقط در صفحه‌هایی با موضوع خودرو نمایش داده شود) از دیگر مزایای تبلیغات بنری است.

از موثرترین اندازه‌های بنرهای تبلیغاتی هم می‌توان به موارد زیر اشاره کرد:

    ۱۲۰ در ۶۰۰ پیکسل (عمودی)
    ۴۶۸ در ۶۰ (افقی)
    ۷۲۸ در ۹۰پیکسل (افقی)
    ۳۰۰ در ۲۵۰ پیکسل (افقی)
    ۹۷۰ در ۲۵۰ پیکسل (افقی)
    ۳۰۰ در ۱۰۰ پیکسل (افقی)"
16,تبلیغات بنری در جایگاه‌های ثابت - Banner in Fixed Positions,تبلیغات بنری در جایگاه‌های ثابت - Banner in Fixed Positions,help,https://www.yektanet.com/help/banner-guide/,برخی جایگاه‌های نمایش تبلیغات بنری، به‌عنوان جایگاه‌های ثابت شناخته می‌شوند. مانند بیلبورد که شما آن را برای مدتی اجاره می‌کنید، می‌توانید بنر خود را برای مدت‌زمان مشخصی (مثلاً یک ماه) در این جایگاه‌ها به میلیون‌ها مخاطب نمایش دهید.
17,تبلیغات پروداکت - Product,تبلیغات پروداکت - Product,help,https://www.yektanet.com/help/product-ad/,"همان‌طور که می‌دانید در بسیاری از موارد، کاربران پس از یک بار بازدید از سایتتان از شما خرید نمی‌کنند. به همین خاطر ممکن است خیلی از مشتریان احتمالی را به راحتی از دست بدهید.

اما چگونه می‌توان کاربری را که با تلاش فراوان به سایت خود هدایت کرده‌ایم را به مشتری تبدیل کنیم و درصد نرخ تبدیل را تا حد زیادی افزایش دهیم؟ تبلیغات محصول می‌تواند راه میان‌بر ما باشد.
####

شما با تبلیغات ریتارگتینگ محصول می‌توانید کاربرانی که قبلاً از سایت و مشخصات محصول خاصی بازدید کرده‌اند، ولی به مشتری تبدیل نشده‌اند را مجدداً هدف قرار دهید. به عبارتی دیگر، این نوع تبلیغات با هدف تشویق کاربر به بازدید مجدد از سایتتان طراحی و اجرا می‌شوند!

کارکرد این تبلیغات به این گونه است: افرادی که قبلاً از وب‌سایت شما دیدن کرده‌اند ولی هنوز به مشتری تبدیل نشده‌اند، توسط کوکی‌ها ردیابی می‌شوند. وقتی این افراد در حال بازدید از سایت‌های دیگر هستند، شناسایی شده و با تبلیغات محصول ریتارگتینگ مجدداً مورد هدف قرار می‌گیرند.

به این صورت که محصولات یا خدمات شما به آن‌ها نمایش داده می‌شوند تا دوباره به وب‌سایت شما برگردند و در نهایت مشتری شما شوند.

####
تبلیغات محتوامحور محصول، نسل جدید از تبلیغات محصول هدفمند است. این نوع تبلیغات در صفحاتی نمایش داده می‌شوند که محتوای آن ارتباط نزدیکی با محصولی که قرار است تبلیغ شود، دارد. با مثالی نحوهٔ‌ کارکرد این تبلیغات را توضیح می‌دهیم:

فرض کنید کاربری در حال خواندن مقاله‌ای دربارهٔ «جلوگیری از ریزش مو» در یک سایت پربازدید است؛ در همان زمان، یکتانت به کاربر، تبلیغ «شامپوی ضد ریزش مو» که بسیار مرتبط با نیاز کاربر است به او نمایش می‌دهد.

یکتانت برای نمایش این تبلیغ، محتوای صفحه را بررسی می‌کند و از بین دسته‌بندی محصولات تبلیغ‌کننده، تبلیغ محصولی را که ارتباط زیادی به محتوا دارد، در آن لحظه نمایش می‌دهد.

####
تبلیغات ریتارگتینگ و محتوامحور محصول هر دو برای فروشگاه‌های آنلاین و کسب‌وکارهایی که محصول یا خدماتی برای عرضه دارند، بسیار مناسب هستند و به‌وسیلهٔ آن‌ها می‌توانید کاربران را برای خرید ترغیب کنید.

تبلیغات محتوامحور محصول مخصوصاً برای فروشگاه‌هایی که به‌تازگی فعالیت خود را شروع کرده‌اند و بازدید کمی از وب‌سایتشان می‌شود، بسیار کاربردی است.

لازم است که به این نکته اشاره کنیم که برای انجام تبلیغات محصول ریتارگتینگ، بهتر است کسب‌وکار مربوطه به‌طور متوسط روزانه ۵۰۰ تا بازدید و حداقل ۲۰ نوع محصول به‌طور مجزا داشته باشند. در این صورت بازدهی بالاتری خواهند داشت."
18,"
تبلیغات پوش نوتیفیکیشن - Push Notification","
تبلیغات پوش نوتیفیکیشن - Push Notification",help,https://www.yektanet.com/help/push-notification-guide/,"پوش نوتیفیکیشن‌ها پیام‌های کوتاهِ تعاملی هستند که یک تصویر و یک متن دارند. پوش نوتیفیکیشن‌ها مستقیما به کامپیوتر یا موبایل کاربرها ارسال و توسط آن‌ها دریافت می‌شود.

تبلیغات پوش نوتیفیکیشن به این معناست که از پوش نوتیفیکیشن برای تبلیغ کسب‌وکار خود استفاده کنیم. این نوع تبلیغ تا حدود زیادی شبیه تبلیغات پیامکی است. با این تفاوت که شما به شماره‌تلفن کاربر نیاز ندارید و همان‌طور که گفتیم می‌توانید در کنار پیام خود، از تصاویر جذاب هم استفاده کنید.

شما می‌توانید با کمک تبلیغات پوش نوتیفیکیشن، محصول یا کسب‌وکارتان را به هزاران نفر معرفی کنید. این تبلیغات از طریق وب‌سایت‌های نمایش‌دهنده به دست کسانی می‌رسد که با دریافت پوش نوتیفکیشن موافقت کرده‌‌اند.

یکی از مزیت‌های این نوع تبلیغات هم این است که تا چند ساعت روی دستگاه کاربر فعال می‌مانند.

تبلیغات پوش نوتیفیکیشن چگونه نمایش داده می‌شوند؟

هر پوش نوتیفیکیشن تبلیغاتی شامل ۴ بخش است:

    عنوان: به‌طور معمول حدود ۳۰ کاراکتر است و هدلاین تبلیغ به حساب می‌آید؛
    متن: متن تبلیغ در این بخش گذاشته می‌شود که می‌تواند شامل پیشنهادها و کال‌تواکشن باشد؛
    آیکون: یک تصویر مربعی که می‌تواند لوگوی شما یا تصویری مرتبط با تبلیغ باشد.
    بنر: یک تصویر در ابعاد بزرگ که توجه مخاطب را بیش از پیش جلب می‌کند.

انواع تبلیغات پوش نوتیفیکیشن:
۱. عادی کلیکی
۲. عادی ارسالی
۳. رفتارمحور کلیکی
۴. رفتارمحور ارسالی

این نوع تبلیغات برای دستیابی به اهداف مختلف مثل افزایش ترافیک سایت، جذب لید، جذب مشتری جدید با پیشنهادهای ویژه با مدت‌زمان محدود، افزایش فروش، اطلاع‌رسانی، معرفی سرویس یا محصول جدید مناسب است.

 هزینهٔ این تبلیغات مقرون‌به‌صرفه است و هم اجرای آن بسیار ساده"
19,انواع تبلیغات پوش نوتیفیکیشن - Push Notification,انواع تبلیغات پوش نوتیفیکیشن - Push Notification,help,https://www.yektanet.com/help/push-notification-guide/,"شما می‌توانید تبلیغات پوش نوتیفیکیشن را به ۴ شکل اجرا کنید:

 
۱. عادی کلیکی

در این مدل، تبلیغ به دست تمام مشترکین وب‌سایت‌های نمایش‌دهنده می‌رسد. از آن بیشتر با هدف جمع‌آوری لید استفاده می‌شود و برای کمپین‌های طولانی‌مدت مناسب‌تر است. از طرفی هم برای افزایش ترافیک و جذب کاربر جدید هم مفید است.

هزینهٔ این تبلیغات هم به‌ازای هر کلیک محاسبه می‌شود؛ یعنی وقتی که کاربر روی لینک شما کلیک کرد، مبلغ مشخصی از حساب شما کسر می‌شود.

نمونه پوش نوتیفیکیشن تبلیغاتی
۲. عادی ارسالی

تبلیغ در لحظه برای هزاران نفر ارسال می‌شود. هدف از ارسال این پوش نوتیفیکیشن هم افزایش آگاهی از برند و اطلاع‌رسانی گسترده و مهم است؛ چیزی شبیه ارسال پیامک انبوه! تفاوت آن با عادی کلیکی هم در این است که هزینهٔ آن بر اساس ارسال‌های موفق محاسبه می‌شود.

 
۳. رفتارمحور کلیکی

ابتدا مخاطبان موردنظرتان را انتخاب می‌کنید و سپس پوش نوتیفیکیشن تبلیغاتی شما به دست آن‌ها می‌رسد. در این نوع تبلیغ، گروه خاصی از مشترکین وب‌سایت‌های نمایش‌دهنده را بر اساس رفتار و ویژگی‌های آن‌ها هدف می‌گیرید؛ مثلاً والدین کودک خردسال یا علاقه‌مندان به موضوعات خانه‌داری. این روش برای جذب کاربر کاملاً هدفمند و افزایش فروش مناسب است و هزینهٔ آن هم به‌ازای هر کلیک مخاطب حساب می‌شود.

 

پوش نوتیفیکیشن کافه گلدون
۴. رفتارمحور ارسالی

تنها تفاوت آن با رفتارمحور کلیکی این است که هزینه به‌ازای ارسال‌های موفق محاسبه می‌شود. از آن برای اطلاع‌رسانی در موضوع‌های خاص یا ایجاد افزایش آگاهی از برند در بخش مشخصی از بازار استفاده می‌شود."
20,تبلیغات ویدیویی - Video,تبلیغات ویدیویی - Video,help,https://www.yektanet.com/help/video-guide/,"ویدیو مارکتینگ به‌معنای برقراری ارتباط با مخاطبان و بازاریابی محصولات و خدمات از طریق نمایش محتوای ویدیویی است. به‌طور کلی وقتی تبلیغ را در قالب یک ویدیو به مخاطب نمایش می‌دهیم، تبلیغات ویدیویی انجام داده‌ایم.

طبق آمار ۹۴٪ از بازاریابان موافق هستند که ویدیوها به افزایش درک کاربر از محصول یا خدمات آن‌ها بسیار کمک کرده است؛ همچنین در سال ۲۰۲۲، تحقیقاتی از افراد به عمل آمده که نشان می‌دهد ۸۸٪‌ از افراد مایلند ویدیوهای بیشتری از برندها ببینند.

با تمام این تفاسیر، می‌توان ادعا کرد که گنجاندن ویدیو مارکتینگ در استراتژی هر کسب‌وکاری، با توجه به روند رو به رشد، آن لازم و حیاتی است.

این نکته را هم به خاطر داشته باشید که با تمام مزایای خوبی که تبلیغات ویدیویی دارد، استفاده‌ٔ نادرست و ناآگاهانه از آن، نه‌تنها باعث افزایش بازدید و نرخ کلیک نمی‌شود؛ بلکه ممکن است وجههٔ برند شما را خراب کند و اثر بدی بر ذهن مخاطب بگذارد؛ بنابراین استفاده درست و به‌جا از آن، باید در اولویت قرار گیرد.

اگر قصد داشته باشیم چند مورد از مزایای ویدیو مارکتینگ یا بازاریابی ویدیویی را نام ببریم، می‌توانیم به موارد زیر اشاره کنیم:

    کمک به جلب اعتماد مخاطب
    قابل درک بودن ویدیو نسبت به سایر انواع محتوا
    نرخ بازگشت سرمایه بالا
    قدرت تعامل و وایرال شدن ویدیو در مقابل سایر انواع محتوا

در تبلیغات عادی، ویدیوی شما به تمام کاربرانی که در حال دیدن ویدیوهای سایت نمایش‌دهنده هستند، نشان داده می‌شود. این نوع از تبلیغات ویدیویی برای افزایش آگاهی از برند فوق‌العاده‌ است و به شما کمک می‌کند تا محصول یا خدمتتان را به گوش افراد بسیاری برسانید.

این تبلیغات تنها به کاربرانی که حداقل یک‌بار به سایت شما مراجعه کرده‌اند، ولی مشتری نشده‌اند، نمایش داده می‌شود. این یادآوری مجدد، نه‌تنها برند شما را در ذهن کاربر تثبیت می‌کند؛ بلکه می‌تواند فروش بلند‌مدتتان را نیز افزایش دهد.

یکتانت تبلیغات ویدیویی را به‌شکل pre-roll یعنی به‌صورت پیش‌نمایش ارائه می‌دهد. با ثبت‌نام در پنل یکتانت به‌راحتی می‌توانید کمپین ویدیویی خود را  بسازید و در جایگاه‌های ویژه نمایش بگیرید.

در حال حاضر اکثر کسب‌وکارهایی که قصد افزایش آگاهی از برند یا افزایش ترافیک سایتشان را دارند، می‌توانند تبلیغات ویدیویی را در برنامهٔ بازاریابی خود بگنجانند و به‌وسیلهٔ آن خود را از سایرین متمایز کنند. با این حال بعضی از کسب‌وکارها می‌توانند نتیجهٔ بهتری از این روش تبلیغات داشته باشند از جمله:

     کسب‌وکارهایی که پر رقابت هستند؛ مثل رستوران‌دارها
    مشاغل آنلاین؛ مثل موسسه‌های برگزاری دوره‌های آموزشی
    مراکز ارائه‌کننده خدمات بهداشتی و درمانی؛ برای اطلاع‌رسانی و معرفی خدماتشان
     آن‌هایی که نوپا هستند و مخاطبان کمی دارند؛ مثل کسب‌وکارهای کوچک و محلی
    تمام مشاغلی که ممکن است از دید مخاطب خود پنهان بمانند؛
